,loss,accuracy,val_loss,val_accuracy
0,5.1630425453186035,0.010250000283122063,4.596933841705322,0.01600000075995922
1,4.67609167098999,0.011075000278651714,4.598255634307861,0.018799999728798866
2,4.628093719482422,0.012075000442564487,4.598492622375488,0.020400000736117363
3,4.608611106872559,0.013925000093877316,4.592009544372559,0.03519999980926514
4,4.586333751678467,0.015075000002980232,4.5604248046875,0.04100000113248825
5,4.5381903648376465,0.022700000554323196,4.458327770233154,0.06679999828338623
6,4.4532294273376465,0.030925000086426735,4.3184919357299805,0.07680000364780426
7,4.3634467124938965,0.03830000013113022,4.198029518127441,0.09319999814033508
8,4.270657062530518,0.04884999990463257,4.079621315002441,0.11240000277757645
9,4.193169593811035,0.05555000156164169,3.973252058029175,0.13099999725818634
10,4.1212477684021,0.06277500092983246,3.8835418224334717,0.15000000596046448
11,4.0482330322265625,0.0734499990940094,3.7941393852233887,0.17059999704360962
12,3.978416681289673,0.08259999752044678,3.7046570777893066,0.18960000574588776
13,3.901348352432251,0.09247499704360962,3.6095714569091797,0.2134000062942505
14,3.8390703201293945,0.1023000031709671,3.5288801193237305,0.22759999334812164
15,3.7751362323760986,0.10984999686479568,3.445175886154175,0.24400000274181366
16,3.7120766639709473,0.11935000121593475,3.3797199726104736,0.25360000133514404
17,3.656780958175659,0.12812499701976776,3.301020383834839,0.2624000012874603
18,3.5944347381591797,0.13910000026226044,3.2354304790496826,0.2770000100135803
19,3.5476090908050537,0.14522500336170197,3.181770086288452,0.2825999855995178
20,3.4998512268066406,0.1550000011920929,3.11746883392334,0.29739999771118164
21,3.446955442428589,0.1599999964237213,3.061455726623535,0.30880001187324524
22,3.398136615753174,0.17052499949932098,3.008840560913086,0.3124000132083893
23,3.359480142593384,0.17697499692440033,2.952692985534668,0.3215999901294708
24,3.321683168411255,0.1860000044107437,2.9083938598632812,0.32839998602867126
25,3.2751171588897705,0.18907499313354492,2.8749160766601562,0.3424000144004822
26,3.2310643196105957,0.20262500643730164,2.8407537937164307,0.34360000491142273
